index,id,author,year,group,group_desc,complete,word_count,ref_count,PT_inc,OT_inc,ST_inc,pg_number,,hpd_STR,h_IS_NUM,hpd,dpw_STR,d_IS_NUM,dpw,duration_STR,dur_IS_NUM,duration,exp_dur,total_hrs_STR,tot_IS_NUM,total_hours,time_MAX,time_50,time_MIN,detailed_time,how_quantified,name,why,materials,procedure,who,how,where,how_much,tailor,modify,planned,actual,tidy_sum
172,taub2006,taub,2006,ctrl,general fitness,1,82,0,,,,,,6,1.00,6.00,5,1.00,5.00,2,1.00,2.00,14,60,1.00,60.00,60,60,60,1,1,1,1,0,1,1,0,1,1,0,0,1,0,7
172,taub2006,taub,2006,exp,CIMT,1,226,2,,,,,,6,1.00,6.00,5,1.00,5.00,2,1.00,2.00,14,60,1.00,60.00,172,116,60,1,1,1,1,1,1,1,0,1,1,1,0,1,0,9
173,thaut2007,thaut,2007,ctrl,neurodevelopmental/bobath therapy (CPT),1,280,1,,,,,,0.5,1.00,0.50,5,1.00,5.00,3,1.00,3.00,21,5,1.00,5.00,,,,1,1,1,1,0,1,1,0,1,1,0,0,0,0,6
173,thaut2007,thaut,2007,exp,rythmic auditory stimulation during gait,1,357,3,,,,,,0.5,1.00,0.50,5,1.00,5.00,3,1.00,3.00,21,5,1.00,5.00,,,,1,1,1,1,1,1,1,0,1,1,1,0,0,0,8
174,timmermans2013,timmermans,2013,ctrl,neurodevelopmental therapy,1,151,4,,,,,,,0.00,,,0.00,,6,1.00,6.00,42,,0.00,,,,,,3,1,1,1,1,1,1,1,1,1,0,0,0,9
174,timmermans2013,timmermans,2013,exp,video instructed mental practice + CPT,1,300,1,,,,,,,0.00,,,0.00,,,0.00,,42,,0.00,,,,,,,0,0,0,1,1,1,1,1,0,0,0,0,5
175,timmermans2014,timmermans,2014,ctrl,task oriented non-robotic training,1,527,5,,,,,,1,1.00,1.00,4,1.00,4.00,8,1.00,8.00,56,32,1.00,32.00,32,32,32,1,1,1,1,1,1,1,0,0,1,1,0,0,0,7
175,timmermans2014,timmermans,2014,exp,robot-assisted arm-hand training,1,534,6,,,,,,1,1.00,1.00,4,1.00,4.00,8,1.00,8.00,56,32,1.00,32.00,32,32,32,1,1,1,1,0,1,1,0,0,1,1,0,0,0,6
176,treger2012,treger,2012,ctrl,standard care,1,198,0,y,,y,3,,1,1.00,1.00,5,1.00,5.00,2,1.00,2.00,14,10,1.00,10.00,17.5,17.5,17.5,1,1,1,1,0,1,0,1,1,1,0,1,0,0,7
176,treger2012,treger,2012,exp,mcimt,1,247,0,y,,y,3,,4,1.00,4.00,5,1.00,5.00,2,1.00,2.00,14,40,1.00,40.00,57.5,37.5,17.5,1,1,1,1,1,1,0,1,1,1,0,1,0,0,8
177,van de port2012,van de port,2012,ctrl,usual physiotherapy,1,74,1,,,,,,,0.00,,,0.00,,,0.00,,84,,0.00,,,,,,,0,1,0,1,1,1,1,0,1,0,0,0,6
177,van de port2012,van de port,2012,exp,progressive circuit training,1,228,1,,,,,,0.9,1.00,0.90,2,1.00,2.00,12,1.00,12.00,84,36,1.00,36.00,36,36,36,1,1,0,1,0,1,1,1,1,1,0,0,1,0,7
178,van deldan2013,van deldan,2013,ctrl,coventional therapy,1,168,1,,,,,,1,1.00,1.00,3,1.00,3.00,6,1.00,6.00,42,18,1.00,18.00,18,18,18,1,1,1,1,1,1,0,0,0,1,0,0,0,0,5
178,van deldan2013,van deldan,2013,exp,mCIMT,1,107,2,,,,,,1,1.00,1.00,3,1.00,3.00,6,1.00,6.00,42,18,1.00,18.00,198,108,18,1,1,1,1,1,1,0,0,0,1,0,0,0,0,5
178,van deldan2013,van deldan,2013,exp,bilateral arm training with auditory cuing,1,168,1,,,,,,1,1.00,1.00,3,1.00,3.00,6,1.00,6.00,42,18,1.00,18.00,18,18,18,1,1,1,1,0,1,0,0,0,1,0,0,0,0,4
179,van der lee1999,van der lee,1999,ctrl,bimanual training using neurodevelopmental methods,1,193,1,,,,,,,0.00,,,0.00,,2,1.00,2.00,14,,0.00,,60,60,60,1,,1,1,0,1,1,1,1,1,1,0,1,0,9
179,van der lee1999,van der lee,1999,exp,forced use therapy,1,171,1,,,,,,,0.00,,,0.00,,2,1.00,2.00,14,,0.00,,60,60,60,1,,1,1,1,0,1,1,1,1,1,0,0,0,8
180,van nes2006,van nes,2006,exp,exercise therapy with music + CPT,1,254,0,y,y,,3,,,0.00,,5,1.00,5.00,6,1.00,6.00,42,,0.00,,186.6,186.6,186.6,1,3,1,1,1,1,1,1,1,1,0,0,0,0,8
180,van nes2006,van nes,2006,exp,balance vibration trianing + CPT,1,378,1,y,y,,3,,,0.00,,5,1.00,5.00,6,1.00,6.00,42,,0.00,,220.7,220.7,220.7,1,3,1,1,1,1,1,1,1,1,1,0,0,0,9
181,van vliet2005,van vliet,2005,ctrl,bobath based treatment,1,323,18,,,,,,,0.00,,,0.00,,,0.00,,,,0.00,,,,,,,1,1,0,1,1,0,1,1,1,0,0,0,7
181,van vliet2005,van vliet,2005,exp,movement science based treatment,1,282,18,,,,,,,0.00,,,0.00,,,0.00,,,,0.00,,,,,,,1,1,0,1,1,0,1,1,1,0,0,0,7
182,varoqui2011,varoqui,2011,ctrl,standing practice (group c),1,157,0,y,,,7,,0.25,1.00,0.25,3,1.00,3.00,4,1.00,4.00,28,3,1.00,3.00,3,3,3,1,1,0,0,1,1,0,0,0,1,1,0,0,0,4
182,varoqui2011,varoqui,2011,exp,balance practice with feedback (group a),1,157,0,y,,,7,,,0.00,,3,1.00,3.00,4,1.00,4.00,28,,0.00,,3,3,3,1,,0,1,1,1,0,0,0,1,1,0,0,0,5
182,varoqui2011,varoqui,2011,exp,balance practice with feedback (group b),1,201,0,y,,,7,,,0.00,,3,1.00,3.00,4,1.00,4.00,28,,0.00,,3,3,3,1,,0,1,1,1,1,0,0,1,1,0,0,0,6
183,verheyden2009,verheyden,2009,ctrl,conventional therapy,1,68,0,y,y,,2,,0.5,1.00,0.50,4,1.00,4.00,5,1.00,5.00,35,10,1.00,10.00,,,,,1,1,0,0,0,1,0,1,1,1,0,0,0,5
183,verheyden2009,verheyden,2009,exp,conventional therapy + 10 hours of individual supervised trunk exercise,1,397,0,y,y,,2,,0.5,1.00,0.50,4,1.00,4.00,5,1.00,5.00,35,10,1.00,10.00,,,,,1,0,1,0,1,1,0,1,1,1,0,0,0,6
184,verma2011,verma,2011,ctrl,standard therapy group,1,42,1,,,,,,0.66,1.00,0.66,7,1.00,7.00,2,1.00,2.00,14,9.24,1.00,9.24,8.12,8.12,8.12,1,1,0,0,0,1,1,0,1,1,0,0,0,0,4
184,verma2011,verma,2011,exp,task oriented circuit training,1,275,0,,,,,,0.66,1.00,0.66,7,1.00,7.00,2,1.00,2.00,14,9.24,1.00,9.24,8.12,8.12,8.12,1,1,1,1,0,1,1,1,1,1,1,0,0,0,8
185,vistin1998,vistin,1998,ctrl,treadmill walking with full weight bearing,1,364,1,y,,,3,,0.33,1.00,0.33,4,1.00,4.00,6,1.00,6.00,42,8,1.00,8.00,7.92,7.92,7.92,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9
185,vistin1998,vistin,1998,exp,BWSTT,1,458,1,y,,,3,,0.33,1.00,0.33,4,1.00,4.00,6,1.00,6.00,42,8,1.00,8.00,7.92,7.92,7.92,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9
186,volpe2000,volpe,2000,exp,robot assisted therapy,1,91,0,y,y,,2,,1,1.00,1.00,5,1.00,5.00,5,1.00,5.00,34.9,25,1.00,25.00,,,,4,1,1,1,1,1,1,1,0,1,0,0,0,0,7
186,volpe2000,volpe,2000,exp,exposure to robotic device w/o training + CPT,1,293,3,y,y,,2,,1,1.00,1.00,5,1.00,5.00,5,1.00,5.00,37.1,25,1.00,25.00,,,,4,1,0,0,1,1,1,1,0,1,0,0,0,0,5
187,wade1992,wade,1992,ctrl,delayed physiotherapy,1,140,0,,,,,,0.66,1.00,0.66,4,1.00,4.00,7,1.00,7.00,,18.48,1.00,18.48,0,0,0,1,2,1,1,0,1,1,1,1,1,1,0,1,0,9
187,wade1992,wade,1992,exp,immediate physical therapy,1,140,0,,,,,,0.66,1.00,0.66,4,1.00,4.00,7,1.00,7.00,,18.48,1.00,18.48,,,,,2,1,1,0,0,1,1,1,1,1,0,1,0,8
188,waldman2013,waldman,2013,ctrl,instructed home exercise program,1,124,0,,,,,,1,1.00,1.00,3,1.00,3.00,6,1.00,6.00,42,18,1.00,18.00,9,9,9,3,1,0,0,1,1,0,1,1,1,0,0,1,1,7
188,waldman2013,waldman,2013,exp,training using a portable robot,1,266,5,,,,,,1,1.00,1.00,3,1.00,3.00,6,1.00,6.00,42,18,1.00,18.00,9,9,9,3,1,1,1,1,1,0,1,1,1,1,0,0,0,8
189,walker1999,walker,1999,ctrl,no specified physical therapy,1,188,5,,,,,,,0.00,,,0.00,,,0.00,,,,0.00,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
189,walker1999,walker,1999,exp,up to 5 months of occupational therapy at home,1,270,5,,y,,1,,,0.00,,,0.00,,,0.00,,,,0.00,,,,,,,1,1,0,1,1,1,1,1,1,0,0,0,8
190,walker2000,walker,2000,exp,balance training with visual feedback + CPT,1,143,0,y,y,,2,,0.5,1.00,0.50,5,1.00,5.00,3-8w,0.00,,39.3,,0.00,,70,70,70,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9
190,walker2000,walker,2000,ctrl,conventional PT and OT with additional balance training,1,143,0,y,y,,2,,2.5,1.00,2.50,5,1.00,5.00,3-8w,0.00,,36.7,,0.00,,65,65,65,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10
190,walker2000,walker,2000,ctrl,conventional PT and OT,1,375,0,y,y,,2,,2,1.00,2.00,,0.00,,,0.00,,36.6,,0.00,,52,52,52,1,,1,1,1,1,1,1,1,1,0,0,0,0,8
191,wang2005,wang,2005,exp,bobath therapy severe subset,1,175,3,,,,,,0.66,1.00,0.66,5,1.00,5.00,4,1.00,4.00,28,13.2,1.00,13.20,13.3,13.3,13.3,1,1,1,1,0,1,1,0,1,1,1,0,0,0,7
191,wang2005,wang,2005,exp,orthopaedic treatment programme severe group,1,127,1,,,,,,0.66,1.00,0.66,5,1.00,5.00,4,1.00,4.00,28,13.2,1.00,13.20,13.3,13.3,13.3,1,1,1,1,1,1,1,0,1,1,0,0,0,0,7
191,wang2005,wang,2005,exp,bobath therapy less severe group,1,175,3,,,,,,0.66,1.00,0.66,5,1.00,5.00,4,1.00,4.00,28,13.2,1.00,13.20,13.3,13.3,13.3,1,1,1,1,0,1,1,0,1,1,1,0,0,0,7
191,wang2005,wang,2005,exp,orthopaedic treatment programme less severe group,1,127,1,,,,,,0.66,1.00,0.66,5,1.00,5.00,4,1.00,4.00,28,13.2,1.00,13.20,13.3,13.3,13.3,1,1,1,1,1,1,1,0,1,1,0,0,0,0,7
192,werner1996,werner,1996,exp,intensive outpatient therapy,1,231,11,y,y,,1,,1,1.00,1.00,4,1.00,4.00,12,1.00,12.00,84,2,1.00,2.00,96,96,96,1,1,1,1,0,1,1,0,0,1,0,0,0,0,5
192,werner1996,werner,1996,ctrl,no outpatient therapy,1,360,11,,,,,,,0.00,,,0.00,,,0.00,,84,,0.00,,0,0,0,1,,1,1,0,0,1,0,0,0,0,1,0,0,4
193,werner2002,werner,2002,exp,robotic gait trainer therapy,1,279,0,y,y,,3,,.25-.33,0.00,,5,1.00,5.00,6,1.00,6.00,14,,0.00,,3.33,3.33,3.33,3,1,1,1,1,1,0,0,0,1,1,0,1,1,8
193,werner2002,werner,2002,exp,treadmill therapy,1,88,0,y,y,,3,,.25-.33,0.00,,5,1.00,5.00,6,1.00,6.00,14,,0.00,,3.33,3.33,3.33,3,1,1,1,1,1,0,0,0,1,1,0,1,1,8
194,westlake2009,westlake,2009,ctrl,manually assisted BWSTT,1,513,3,,,,,,0.5,1.00,0.50,3,1.00,3.00,4,1.00,4.00,28,6,1.00,6.00,6,6,6,3,1,1,1,0,1,1,0,0,1,0,0,0,0,5
194,westlake2009,westlake,2009,exp,gait training with lokomat,1,486,2,,,,,,0.5,1.00,0.50,3,1.00,3.00,4,1.00,4.00,28,6,1.00,6.00,6,6,6,3,1,1,1,1,1,1,0,0,1,1,0,0,0,7
195,whitall2011,whitall,2011,ctrl,dose-matched therapeutic exercise,1,172,2,,,,,,,0.00,,3,1.00,3.00,4,1.00,4.00,42,,0.00,,18,18,18,1,3,1,1,0,1,0,0,0,1,0,0,1,0,5
195,whitall2011,whitall,2011,exp,bilateral arm training with auditory cuing,1,316,2,,,,,,,0.00,,3,1.00,3.00,4,1.00,4.00,42,,0.00,,18,18,18,1,3,1,1,1,1,0,0,0,1,1,0,1,0,7
196,widen holmquist1998,widen holmquist,1998,ctrl,routine rehabilitation service in the hospital,1,368,1,,,,,,,0.00,,,0.00,,,0.00,,90,,0.00,,,,,,,1,1,0,1,0,0,1,0,1,0,0,0,5
196,widen holmquist1998,widen holmquist,1998,exp,early discharge with home rehabilitation for 3-4 months,1,264,1,,,,,,0.5,1.00,0.50,2,1.00,2.00,3 to 4,0.00,,90,,0.00,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,11
197,winstein2004,winstein,2004,ctrl,standard care,1,125,5,y,y,,3,,1,1.00,1.00,5,1.00,5.00,4,1.00,4.00,28,20,1.00,20.00,20,20,20,2,1,1,0,0,1,1,0,1,1,0,0,0,0,5
197,winstein2004,winstein,2004,exp,strength training,1,247,6,y,y,,3,,1,1.00,1.00,5,1.00,5.00,4,1.00,4.00,28,20,1.00,20.00,40,40,40,2,1,1,1,1,1,1,0,1,1,1,1,0,0,9
197,winstein2004,winstein,2004,exp,function task,1,283,4,y,y,,3,,1,1.00,1.00,5,1.00,5.00,4,1.00,4.00,28,20,1.00,20.00,40,40,40,2,1,1,1,0,1,1,0,1,1,1,0,0,0,7
198,wittenberg2003,wittenberg,2003,exp,modified CIMT,1,105,1,,,,,,,0.00,,,0.00,,,0.00,,10,56,1.00,56.00,216,136,56,1,1,1,1,0,1,0,0,1,1,0,0,0,0,5
198,wittenberg2003,wittenberg,2003,ctrl,placebo like intervention with no expected effects (focused on the unaffected arm),1,125,2,y,y,,3,,,0.00,,,0.00,,,0.00,,10,24,1.00,24.00,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,6
199,wolf2006; 2010,wolf,2006; 2010,exp,cimt,1,282,6,y,y,,2,,,0.00,,,0.00,,,0.00,,14,,0.00,,261.6,160.8,60,1,,1,1,0,1,1,1,1,1,1,0,1,0,9
199,wolf2006; 2010,wolf,2006; 2010,ctrl,standard care,1,91,0,y,y,,2,,,0.00,,,0.00,,2,1.00,2.00,14,,0.00,,0,0,0,1,3,1,1,1,1,0,1,1,1,1,0,1,0,9
200,wu2007,wu,2007,ctrl,conventional therapy,1,186,0,,y,,2,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,52.5,52.5,52.5,1,1,1,0,1,1,1,0,1,1,0,0,1,0,7
200,wu2007,wu,2007,exp,CIMT,1,256,0,,y,,2,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,178.5,115.5,52.5,1,1,1,1,1,1,1,0,1,1,0,0,1,0,8
201,wuB2007,wuB,2007,ctrl,traditional rehabilitation,1,154,1,,y,,2,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,30,30,30,1,1,1,1,0,1,1,1,1,1,0,0,0,0,7
201,wuB2007,wuB,2007,ctrl,modified CIMT,1,381,1,,y,,2,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,120,75,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10
202,wu2010,wu,2010,ctrl,routine physical therapy,1,137,4,y,,,4,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,30,30,30,1,1,1,1,0,1,1,0,1,1,0,0,0,0,6
202,wu2010,wu,2010,exp,bilateral arm training,1,93,4,y,,,4,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,30,30,30,1,1,1,1,0,1,1,0,1,1,0,0,0,0,6
202,wu2010,wu,2010,exp,distributed CIMT,1,108,4,y,,,4,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,156,93,30,1,1,1,1,1,1,1,0,1,1,1,0,1,1,10
203,wu2012,wu,2012,ctrl,usual and customary care,1,216,0,,,,,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,30,30,30,1,1,1,1,1,1,1,0,1,1,0,0,1,0,8
203,wu2012,wu,2012,exp,distributed CIMT,1,398,1,y,,y,5,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,156,93,30,1,1,1,1,1,1,1,0,1,1,0,0,1,0,8
203,wu2012,wu,2012,exp,distributed CIMT with trunk restraint,1,74,0,y,,y,5,,2,1.00,2.00,5,1.00,5.00,3,1.00,3.00,21,30,1.00,30.00,156,93,30,1,1,1,1,1,1,1,0,1,1,0,0,1,0,8
204,yang2005,yang,2005,ctrl,conventional therapy,1,84,0,,,,,,0.66,1.00,0.66,3,1.00,3.00,3,1.00,3.00,21,6,1.00,6.00,6,6,6,1,1,1,1,0,1,1,0,1,1,0,0,0,0,6
204,yang2005,yang,2005,exp,CPT + additional backward walking,1,192,1,,,,,,0.66,1.00,0.66,3,1.00,3.00,3,1.00,3.00,21,6,1.00,6.00,10.5,10.5,10.5,1,1,1,1,2,1,1,0,1,1,1,0,0,0,9
205,yang2006,yang,2006,ctrl,usual care/no rehabilitation (chronic stage),1,0,0,,,,,,0.5,1.00,0.50,3,1.00,3.00,4,1.00,4.00,28,6,1.00,6.00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
205,yang2006,yang,2006,exp,task oriented progessive resistance training,1,299,1,,,,,,0.5,1.00,0.50,3,1.00,3.00,4,1.00,4.00,28,6,1.00,6.00,6,6,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,11
206,yang2008,yang,2008,ctrl,treadmill training,1,151,0,,,,,,0.33,1.00,0.33,3,1.00,3.00,3,1.00,3.00,21,3,1.00,3.00,3,3,3,1,1,1,1,0,1,1,1,0,1,1,0,0,0,7
206,yang2008,yang,2008,exp,virtual reality treadmill training,1,186,0,,,,,,0.33,1.00,0.33,3,1.00,3.00,3,1.00,3.00,21,3,1.00,3.00,3,3,3,1,1,1,1,1,1,1,1,0,1,1,0,0,0,8
207,yang2010,yang,2010,ctrl,early intervention general exercise,1,35,0,,,,,,0.9,1.00,0.90,3,1.00,3.00,4,1.00,4.00,28,10.8,1.00,10.80,10,10,10,1,1,1,1,0,1,0,0,1,1,0,0,0,0,5
207,yang2010,yang,2010,ctrl,late intervention general exercise,1,35,0,,,,,,0.9,1.00,0.90,3,1.00,3.00,4,1.00,4.00,28,10.8,1.00,10.80,10,10,10,1,1,1,1,0,1,0,0,1,1,0,0,0,0,5
207,yang2010,yang,2010,exp,early intervention BWSTT,1,160,1,,,,,,0.9,1.00,0.90,3,1.00,3.00,4,1.00,4.00,28,10.8,1.00,10.80,10,10,10,1,1,1,1,1,0,1,0,1,1,1,0,0,0,7
207,yang2010,yang,2010,exp,late intervention BWSTT,1,160,1,,,,,,0.9,1.00,0.90,3,1.00,3.00,4,1.00,4.00,28,10.8,1.00,10.80,10,10,10,1,1,1,1,1,0,1,0,1,1,1,0,0,0,7
208,yang2014,yang,2014,ctrl,conventional rehabilitation up to the cross-over point,1,325,1,y,y,,,,2,1.00,2.00,5,1.00,5.00,4,1.00,4.00,28,40,1.00,40.00,20,20,20,1,,1,1,0,0,0,0,1,1,0,0,0,0,4
208,yang2014,yang,2014,exp,conventional rehab + cycling training up to cross-over,1,325,1,y,y,,,,2,1.00,2.00,5,1.00,5.00,4,1.00,4.00,28,40,1.00,40.00,30,30,30,1,1,1,1,1,1,0,0,1,1,0,0,1,0,7
209,yavuzer2006,yavuzer,2006,ctrl,conventional therapy,1,157,0,y,y,y,5,,2 to 5,0.00,,5,1.00,5.00,8,1.00,8.00,56,,0.00,,,,,1,1,1,1,0,1,1,0,0,1,0,0,0,0,5
209,yavuzer2006,yavuzer,2006,exp,CPT + balance training,1,213,3,y,y,y,5,,2 to 5,0.00,,5,1.00,5.00,8,1.00,8.00,56,,0.00,,,,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,7
210,yavuzer2008,yavuzer,2008,exp,CPT/OT plus game-based exercise,1,335,0,y,y,,3,,2 to 5,0.00,,5,1.00,5.00,4,1.00,4.00,28,,0.00,,,,,1,1,1,1,0,1,1,0,0,1,0,0,0,0,5
210,yavuzer2008,yavuzer,2008,ctrl,CPT and COT,1,335,0,y,y,y,3,,2 to 5,0.00,,5,1.00,5.00,4,1.00,4.00,28,,0.00,,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,0,8
211,yelnik2008,yelnik,2008,ctrl,conventional neurodevelopmental therapy,1,41,1,,,,,,,0.00,,5,1.00,5.00,4,1.00,4.00,28,,0.00,,,,,1,,1,1,1,1,0,0,1,1,1,0,1,1,9
211,yelnik2008,yelnik,2008,exp,multisensorial training,1,59,0,y,,,3,,,0.00,,5,1.00,5.00,4,1.00,4.00,28,,0.00,,,,,1,,1,1,1,1,0,0,1,1,1,0,1,1,9
212,yen2005,yen,2005,ctrl,conventional PT/OT,1,87,1,y,y,,2,,,0.00,,,0.00,,2,1.00,2.00,14,,0.00,,,,,,,1,1,0,1,0,0,0,1,0,0,0,0,4
212,yen2005,yen,2005,exp,modified CIMT,1,230,7,y,y,,2,,6,1.00,6.00,,0.00,,2,1.00,2.00,14,74,1.00,74.00,,,,,1,1,1,1,1,0,0,0,1,1,0,0,0,6
213,yen2008,yen,2008,ctrl,conventional general therapy,1,138,0,,,,,,0.9,1.00,0.90,2 to 5,0.00,,4,1.00,4.00,28,,0.00,,8.1,8.1,8.1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,4
213,yen2008,yen,2008,exp,conventional therapy + BWSTT,1,324,4,y,,,3,,0.5,1.00,0.50,3,1.00,3.00,4,1.00,4.00,28,6,1.00,6.00,14.1,14.1,14.1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,8
214,you2005,you,2005,ctrl,no intervention,1,0,0,,,,,,,0.00,,,0.00,,,0.00,,28,,0.00,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
214,you2005,you,2005,exp,virtual reality therapy,1,340,3,,,,,,1,1.00,1.00,5,1.00,5.00,4,1.00,4.00,28,20,1.00,20.00,20,20,20,1,1,1,1,1,1,0,1,0,1,1,1,1,1,10
215,young/young1991/1992,young/young,1991/1992,exp,day hospital treatment,1,149,0,,,Y,3,,,0.00,,,0.00,,8,1.00,8.00,56,,,,,,,,,1,1,0,0,1,0,1,1,1,0,1,0,7
215,young/young1991/1992,young/young,1991/1992,exp,home physiotherapy treatment,1,155,1,,,Y,3,,,0.00,,2,1.00,2.00,8,1.00,8.00,56,20,,20.00,,,,,1,1,1,0,0,1,1,1,1,1,0,1,0,8
